Year,Month,Province,District,Suspected_Cases,RDT_Tested,Microscopy_Tested,Confirmed_Cases
2023,11,Eastern,Nyimba,7074,5919,236,1811
2023,12,Eastern,Nyimba,8887,7957,262,2869
2023,1,Eastern,Sinda,22728,19635,818,5962
2023,2,Eastern,Sinda,22637,19640,1148,5670
2023,3,Eastern,Sinda,26838,23655,1056,7002
2023,4,Eastern,Sinda,30384,25858,1662,7273
2023,5,Eastern,Sinda,13933,11297,331,5067
2023,6,Eastern,Sinda,10872,9342,417,3493
2023,7,Eastern,Sinda,13097,10554,802,3064
2023,8,Eastern,Sinda,6484,5678,408,1707
2023,9,Eastern,Sinda,7001,5816,323,2241
2023,10,Eastern,Sinda,9380,8145,501,2405
2023,11,Eastern,Sinda,21900,18676,520,4893
2023,12,Eastern,Sinda,12199,11251,234,3860
2023,1,Eastern,Chadiza,13248,11085,703,4263
2023,2,Eastern,Chadiza,19548,17328,372,4907
2023,3,Eastern,Chadiza,12798,11133,799,4565
2023,4,Eastern,Chadiza,12302,10236,582,4274
2023,5,Eastern,Chadiza,8336,7501,296,3262
2023,6,Eastern,Chadiza,6998,5811,160,1601
2023,7,Eastern,Chadiza,4826,3921,288,1230
2023,8,Eastern,Chadiza,3752,2965,204,796
2023,9,Eastern,Chadiza,2391,1995,85,823
2023,10,Eastern,Chadiza,2681,2416,106,1076
2023,11,Eastern,Chadiza,4214,3662,177,1150
2023,12,Eastern,Chadiza,10154,8971,538,3568
2023,1,Eastern,Vubwi,13051,10905,278,4896
2023,2,Eastern,Vubwi,28279,24157,810,7163
2023,3,Eastern,Vubwi,27947,22836,1513,6978
2023,4,Eastern,Vubwi,14152,12305,446,4364
2023,5,Eastern,Vubwi,10385,9218,485,4106
2023,6,Eastern,Vubwi,10975,8532,643,3383
2023,7,Eastern,Vubwi,6626,5773,221,2224
2023,8,Eastern,Vubwi,5508,4952,237,2046
2023,9,Eastern,Vubwi,6780,5544,148,1504
2023,10,Eastern,Vubwi,6466,5552,262,1829
2023,11,Eastern,Vubwi,15089,12907,461,3693
2023,12,Eastern,Vubwi,14689,13243,553,3422
2023,1,Eastern,Mambwe,27476,21978,1185,5843
2023,2,Eastern,Mambwe,16645,13639,338,5035
2023,3,Eastern,Mambwe,29931,24940,1212,6635
2023,4,Eastern,Mambwe,21736,18725,1465,7959
2023,5,Eastern,Mambwe,21368,17018,933,6012
2023,6,Eastern,Mambwe,9275,7719,194,3447
2023,7,Eastern,Mambwe,10918,9894,424,3748
2023,8,Eastern,Mambwe,11368,9057,627,2352
2023,9,Eastern,Mambwe,7017,5732,398,2069
2023,10,Eastern,Mambwe,9220,7802,259,2895
2023,11,Eastern,Mambwe,17022,14153,931,5249
2023,12,Eastern,Mambwe,25402,22213,713,6373
2023,1,Eastern,Chasefu,12429,11279,546,3258
2023,2,Eastern,Chasefu,13863,11077,738,4802
2023,3,Eastern,Chasefu,17343,14698,813,4646
2023,4,Eastern,Chasefu,14993,13749,411,5309
2023,5,Eastern,Chasefu,9001,8032,204,3499
2023,6,Eastern,Chasefu,6397,5313,314,1768
2023,7,Eastern,Chasefu,5958,5469,165,1904
2023,8,Eastern,Chasefu,2668,2229,103,906
2023,9,Eastern,Chasefu,4758,3809,295,1476
2023,10,Eastern,Chasefu,10495,9004,617,2602
2023,11,Eastern,Chasefu,11387,9256,285,2440
2023,12,Eastern,Chasefu,12246,10450,246,3801
2023,1,Eastern,Lumezi,25865,22448,999,6185
2023,2,Eastern,Lumezi,28179,23717,821,7589
2023,3,Eastern,Lumezi,22591,19410,1351,5121
2023,4,Eastern,Lumezi,16932,14563,462,4842
2023,5,Eastern,Lumezi,11883,10060,237,4350
2023,6,Eastern,Lumezi,10484,9468,370,2540
2023,7,Eastern,Lumezi,7324,6241,392,1599
2023,8,Eastern,Lumezi,6099,5267,291,1445
2023,9,Eastern,Lumezi,5318,4674,165,1445
2023,10,Eastern,Lumezi,5507,4923,272,1816
2023,11,Eastern,Lumezi,8535,7064,444,2858
2023,12,Eastern,Lumezi,11546,9795,391,2970
2023,1,Western,Mongu,6885,5507,439,2403
2023,2,Western,Mongu,8332,7532,250,2269
2023,3,Western,Mongu,8177,6594,431,1964
2023,4,Western,Mongu,4913,3996,263,1624
2023,5,Western,Mongu,3037,2513,160,966
2023,6,Western,Mongu,2681,2335,79,932
2023,7,Western,Mongu,1261,1042,43,450
2023,8,Western,Mongu,1505,1237,48,371
2023,9,Western,Mongu,1066,934,61,394
2023,10,Western,Mongu,2085,1859,94,705
2023,11,Western,Mongu,4839,4087,315,1134
2023,12,Western,Mongu,5625,4735,132,1997
2023,1,Western,Senanga,12505,10215,392,3858
2023,2,Western,Senanga,16460,13428,653,4184
2023,3,Western,Senanga,18531,15297,736,5055
2023,4,Western,Senanga,13345,10871,445,2872
2023,5,Western,Senanga,7305,5940,165,2511
2023,6,Western,Senanga,6792,5891,177,1675
2023,7,Western,Senanga,5488,4691,205,1232
2023,8,Western,Senanga,3831,3030,223,1253
2023,9,Western,Senanga,4405,3564,270,924
2023,10,Western,Senanga,3631,3071,166,999
2023,11,Western,Senanga,8449,6945,256,2449
2023,12,Western,Senanga,9566,8480,326,3317
2023,1,Western,Sesheke,5485,4786,359,1914
2023,2,Western,Sesheke,7679,6259,402,2131
2023,3,Western,Sesheke,4904,4246,93,1632
2023,4,Western,Sesheke,6957,5956,427,1964
2023,5,Western,Sesheke,2134,1975,53,871
2023,6,Western,Sesheke,3354,2886,120,851
2023,7,Western,Sesheke,1581,1343,94,480
2023,8,Western,Sesheke,2318,2119,83,650
2023,9,Western,Sesheke,1097,964,61,333
2023,10,Western,Sesheke,1583,1326,27,465
2023,11,Western,Sesheke,2857,2480,78,968
2023,12,Western,Sesheke,6601,5790,156,2216
2023,1,Western,Kaoma,12743,10244,445,2928
2023,2,Western,Kaoma,10332,8495,364,3791
2023,3,Western,Kaoma,14703,11978,877,5193
2023,4,Western,Kaoma,9007,7715,448,2413
2023,5,Western,Kaoma,11651,10289,352,2977
2023,6,Western,Kaoma,4990,4319,299,1393
2023,7,Western,Kaoma,5839,5223,318,1664
2023,8,Western,Kaoma,2985,2605,89,969
2023,9,Western,Kaoma,2432,1978,58,861
2023,10,Western,Kaoma,3414,2869,152,1225
2023,11,Western,Kaoma,5579,4497,181,1808
2023,12,Western,Kaoma,11395,9829,348,2555
2023,1,Western,Kalabo,21301,17488,1312,5038
2023,2,Western,Kalabo,11791,9399,637,3713
2023,3,Western,Kalabo,12349,10407,450,2732
2023,4,Western,Kalabo,13023,11816,391,4518
2023,5,Western,Kalabo,8522,7151,312,2548
2023,6,Western,Kalabo,9336,7818,469,3019
2023,7,Western,Kalabo,3977,3333,94,1092
2023,8,Western,Kalabo,3246,2724,194,1063
2023,9,Western,Kalabo,5031,4115,290,1118
2023,10,Western,Kalabo,3957,3255,105,1194
2023,11,Western,Kalabo,5465,4796,322,1909
2023,12,Western,Kalabo,7345,5940,416,2374
2023,1,Western,Shang'ombo,4084,3729,132,1326
2023,2,Western,Shang'ombo,8704,7245,390,2583
2023,3,Western,Shang'ombo,5817,4905,154,1807
2023,4,Western,Shang'ombo,4262,3634,145,1293
2023,5,Western,Shang'ombo,4219,3696,170,1411
2023,6,Western,Shang'ombo,1911,1656,83,720
2023,7,Western,Shang'ombo,1683,1385,108,370
2023,8,Western,Shang'ombo,1377,1262,30,424
2023,9,Western,Shang'ombo,1822,1619,88,425
2023,10,Western,Shang'ombo,2231,1913,135,646
2023,11,Western,Shang'ombo,2969,2682,104,849
2023,12,Western,Shang'ombo,3514,2763,216,1225
2023,1,Western,Lukulu,5886,5284,189,1534
2023,2,Western,Lukulu,4284,3787,200,1077
2023,3,Western,Lukulu,5391,4321,321,1730
2023,4,Western,Lukulu,7178,5842,254,1473
2023,5,Western,Lukulu,3998,3348,105,1197
2023,6,Western,Lukulu,2579,2192,131,757
2023,7,Western,Lukulu,2245,1739,133,677
2023,8,Western,Lukulu,891,724,23,304
2023,9,Western,Lukulu,1630,1364,60,479
2023,10,Western,Lukulu,1946,1711,117,595
2023,11,Western,Lukulu,3372,3041,66,1367
2023,12,Western,Lukulu,4194,3278,253,953
2023,1,Western,Mwandi,9742,8581,284,3772
2023,2,Western,Mwandi,9919,8595,554,2913
2023,3,Western,Mwandi,11721,10069,236,3323
2023,4,Western,Mwandi,8773,7267,328,2783
2023,5,Western,Mwandi,12142,9736,409,2509
2023,6,Western,Mwandi,2485,2015,110,793
2023,7,Western,Mwandi,3261,2698,67,1051
2023,8,Western,Mwandi,3645,3146,228,1049
2023,9,Western,Mwandi,2393,2137,81,901
2023,10,Western,Mwandi,4558,4103,138,1413
2023,11,Western,Mwandi,7038,5531,346,1892
2023,12,Western,Mwandi,7952,7305,226,2238
2023,1,Western,Sioma,9478,8088,216,2931
2023,2,Western,Sioma,7423,6195,415,2675
2023,3,Western,Sioma,13577,10980,762,4836
2023,4,Western,Sioma,12381,10547,672,3581
2023,5,Western,Sioma,12050,9571,550,3913
2023,6,Western,Sioma,4183,3721,250,1632
2023,7,Western,Sioma,4984,4077,139,1799
2023,8,Western,Sioma,4290,3785,267,990
2023,9,Western,Sioma,3731,2971,211,822
2023,10,Western,Sioma,4504,4007,87,1194
2023,11,Western,Sioma,7473,6745,230,2699
2023,12,Western,Sioma,7580,6399,158,2681
2023,1,Western,Mitete,11944,10412,265,3378
2023,2,Western,Mitete,7750,6617,512,2934
2023,3,Western,Mitete,15176,13107,803,4656
2023,4,Western,Mitete,10850,9497,391,3108
2023,5,Western,Mitete,5279,4505,355,1646
2023,6,Western,Mitete,7202,6409,388,1716
2023,7,Western,Mitete,4741,4181,199,1751
2023,8,Western,Mitete,4958,4168,170,1208
2023,9,Western,Mitete,2591,2254,140,749
2023,10,Western,Mitete,3311,2855,194,1259
2023,11,Western,Mitete,5296,4482,316,1890
2023,12,Western,Mitete,7013,6184,127,2414
2023,1,Western,Nkeyema,9036,7059,557,2917
2023,2,Western,Nkeyema,9734,8273,429,3010
2023,3,Western,Nkeyema,10965,9001,475,2564
2023,4,Western,Nkeyema,7608,6791,401,1867
2023,5,Western,Nkeyema,13444,11611,664,3609
2023,6,Western,Nkeyema,4577,3743,187,965
2023,7,Western,Nkeyema,3642,3170,158,1342
2023,8,Western,Nkeyema,2366,1999,98,734
2023,9,Western,Nkeyema,1896,1633,95,651
2023,10,Western,Nkeyema,3413,2998,83,1289
2023,11,Western,Nkeyema,8326,7109,328,2020
2023,12,Western,Nkeyema,2741,2470,60,1111
2023,1,Western,Luampa,9772,8150,608,3639
2023,2,Western,Luampa,13723,12380,588,4832
2023,3,Western,Luampa,11127,9088,217,3227
2023,4,Western,Luampa,6103,4977,297,1924
2023,5,Western,Luampa,7935,6253,451,2311
2023,6,Western,Luampa,4149,3571,247,1372
2023,7,Western,Luampa,6844,5622,146,1622
2023,8,Western,Luampa,2723,2364,109,990
2023,9,Western,Luampa,3202,2934,91,844
2023,10,Western,Luampa,6444,5211,283,1354
2023,11,Western,Luampa,4654,3871,222,1537
2023,12,Western,Luampa,7134,6493,178,2081
2023,1,Western,Limulunga,10878,9378,526,2961
2023,2,Western,Limulunga,11187,9382,566,3864
2023,3,Western,Limulunga,8458,7012,228,3091
2023,4,Western,Limulunga,12192,11047,541,2868
2023,5,Western,Limulunga,6144,5024,206,1833
2023,6,Western,Limulunga,5407,4426,89,1253
2023,7,Western,Limulunga,2675,2270,73,998
2023,8,Western,Limulunga,4262,3620,185,1043
2023,9,Western,Limulunga,3458,2847,134,953
2023,10,Western,Limulunga,2357,2142,64,637
2023,11,Western,Limulunga,4664,4062,123,1099
2023,12,Western,Limulunga,6231,5751,178,1831
2023,1,North-Western,Solwezi,9555,8001,552,3372
2023,2,North-Western,Solwezi,12550,10949,283,3993
2023,3,North-Western,Solwezi,24814,21859,650,5481
2023,4,North-Western,Solwezi,10891,9770,463,3028
2023,5,North-Western,Solwezi,10647,9689,331,3738
2023,6,North-Western,Solwezi,6017,5291,271,2100
2023,7,North-Western,Solwezi,4375,3601,183,1202
2023,8,North-Western,Solwezi,6030,5104,146,1295
2023,9,North-Western,Solwezi,6714,5307,300,1394
2023,10,North-Western,Solwezi,7271,6296,345,1735
2023,11,North-Western,Solwezi,6841,5532,380,2369
2023,12,North-Western,Solwezi,9564,8165,177,3065
2023,1,North-Western,Kasempa,3744,3137,98,1386
2023,2,North-Western,Kasempa,7010,5688,436,2207
2023,3,North-Western,Kasempa,14649,12525,910,3496
2023,4,North-Western,Kasempa,6153,5021,280,1836
2023,5,North-Western,Kasempa,5389,4438,103,1732
2023,6,North-Western,Kasempa,3150,2793,207,1184
2023,7,North-Western,Kasempa,5542,4933,163,1314
2023,8,North-Western,Kasempa,1881,1675,79,720
2023,9,North-Western,Kasempa,3336,2911,67,904
2023,10,North-Western,Kasempa,2305,2012,92,791
2023,11,North-Western,Kasempa,4783,4223,330,1461
2023,12,North-Western,Kasempa,4240,3374,229,1516
2023,1,North-Western,Mwinilunga,14596,11388,828,2892
2023,2,North-Western,Mwinilunga,11274,9372,277,2618
2023,3,North-Western,Mwinilunga,8077,6810,467,2751
2023,4,North-Western,Mwinilunga,8980,7359,185,3176
2023,5,North-Western,Mwinilunga,8471,7235,513,2974
2023,6,North-Western,Mwinilunga,4210,3843,87,1699
2023,7,North-Western,Mwinilunga,2612,2322,161,890
2023,8,North-Western,Mwinilunga,1787,1494,98,524
2023,9,North-Western,Mwinilunga,3928,3463,196,1470
2023,10,North-Western,Mwinilunga,3693,2887,199,1186
2023,11,North-Western,Mwinilunga,9075,7616,402,2106
2023,12,North-Western,Mwinilunga,11560,9450,337,2534
2023,1,North-Western,Zambezi,10876,8988,352,2740
2023,2,North-Western,Zambezi,11002,9583,258,3261
2023,3,North-Western,Zambezi,21247,18353,889,5292
2023,4,North-Western,Zambezi,10628,9654,389,3969
2023,5,North-Western,Zambezi,5268,4131,310,1633
2023,6,North-Western,Zambezi,7841,6926,324,1968
2023,7,North-Western,Zambezi,9571,8014,303,2135
2023,8,North-Western,Zambezi,2258,1918,47,760
2023,9,North-Western,Zambezi,2630,2058,157,812
2023,10,North-Western,Zambezi,2721,2414,110,1000
2023,11,North-Western,Zambezi,12090,11014,301,3270
2023,12,North-Western,Zambezi,10048,8564,424,3708
2023,1,North-Western,Kabompo,10421,8513,172,2322
2023,2,North-Western,Kabompo,10423,8594,365,2638
2023,3,North-Western,Kabompo,12738,10248,457,2772
2023,4,North-Western,Kabompo,7538,6571,440,2794
2023,5,North-Western,Kabompo,5245,4398,240,1932
2023,6,North-Western,Kabompo,5030,4396,153,1364
2023,7,North-Western,Kabompo,2352,2146,50,960
2023,8,North-Western,Kabompo,2148,1896,101,674
2023,9,North-Western,Kabompo,2278,1856,50,542
2023,10,North-Western,Kabompo,2133,1680,112,636
2023,11,North-Western,Kabompo,3919,3579,116,1498
2023,12,North-Western,Kabompo,3766,3305,117,1453
2023,1,North-Western,Mufumbwe,7406,6017,208,2338
2023,2,North-Western,Mufumbwe,5062,4375,182,1777
2023,3,North-Western,Mufumbwe,7139,6249,483,1783
2023,4,North-Western,Mufumbwe,7288,6290,259,1773
2023,5,North-Western,Mufumbwe,3317,2773,176,816
2023,6,North-Western,Mufumbwe,2417,2179,86,670
2023,7,North-Western,Mufumbwe,2028,1757,55,622
2023,8,North-Western,Mufumbwe,1625,1321,62,506
2023,9,North-Western,Mufumbwe,2063,1704,120,633
2023,10,North-Western,Mufumbwe,2620,2259,59,629
2023,11,North-Western,Mufumbwe,3868,3036,191,1345
2023,12,North-Western,Mufumbwe,4843,4330,269,1098
2023,1,North-Western,Chavuma,7485,6364,267,2070
2023,2,North-Western,Chavuma,7054,5659,430,1729
2023,3,North-Western,Chavuma,8421,7082,358,2646
2023,4,North-Western,Chavuma,5113,4735,109,1626
2023,5,North-Western,Chavuma,5147,4497,290,1343
2023,6,North-Western,Chavuma,2628,2209,153,840
2023,7,North-Western,Chavuma,2069,1865,95,469
2023,8,North-Western,Chavuma,1566,1394,84,612
2023,9,North-Western,Chavuma,1735,1492,81,509
2023,10,North-Western,Chavuma,1739,1498,111,655
2023,11,North-Western,Chavuma,2151,1758,129,780
2023,12,North-Western,Chavuma,4054,3488,225,1261
2023,1,North-Western,Manyinga,9562,8329,236,3138
2023,2,North-Western,Manyinga,15859,13058,885,4698
2023,3,North-Western,Manyinga,18026,15758,706,4014
2023,4,North-Western,Manyinga,10910,8718,637,2722
2023,5,North-Western,Manyinga,8162,7214,203,3084
2023,6,North-Western,Manyinga,4602,3849,118,1342
2023,7,North-Western,Manyinga,3899,3324,199,1242
2023,8,North-Western,Manyinga,5339,4325,345,1206
2023,9,North-Western,Manyinga,4835,4470,114,1162
2023,10,North-Western,Manyinga,6547,5260,415,2036
2023,11,North-Western,Manyinga,6026,5099,362,1991
2023,12,North-Western,Manyinga,6951,5708,372,2169
2023,1,North-Western,Ikelenge,8729,7852,450,2721
2023,2,North-Western,Ikelenge,7966,6889,387,2707
2023,3,North-Western,Ikelenge,9635,7990,266,2039
2023,4,North-Western,Ikelenge,7009,5678,404,2459
2023,5,North-Western,Ikelenge,5696,4999,252,2049
2023,6,North-Western,Ikelenge,5443,4730,319,1383
2023,7,North-Western,Ikelenge,3317,2658,141,1112
2023,8,North-Western,Ikelenge,2441,2022,63,751
2023,9,North-Western,Ikelenge,3016,2544,136,680
2023,10,North-Western,Ikelenge,4314,3500,229,881
2023,11,North-Western,Ikelenge,2703,2380,81,1050
2023,12,North-Western,Ikelenge,6865,5913,255,2141
2023,1,North-Western,Mushindamo,7301,6447,448,2869
2023,2,North-Western,Mushindamo,14684,12534,628,5324
2023,3,North-Western,Mushindamo,17591,15691,649,4707
2023,4,North-Western,Mushindamo,25566,20232,1338,5176
2023,5,North-Western,Mushindamo,18738,15899,814,4650
2023,6,North-Western,Mushindamo,10702,9571,539,2559
2023,7,North-Western,Mushindamo,4103,3635,164,1338
2023,8,North-Western,Mushindamo,3258,2962,110,1317
2023,9,North-Western,Mushindamo,2370,1893,100,783
2023,10,North-Western,Mushindamo,9957,8166,458,2412
2023,11,North-Western,Mushindamo,6121,5014,157,1980
2023,12,North-Western,Mushindamo,7424,6586,337,2418
2023,1,North-Western,Kalumbila,11572,9569,390,3238
2023,2,North-Western,Kalumbila,19222,15771,642,4354
2023,3,North-Western,Kalumbila,12567,10918,633,4605
2023,4,North-Western,Kalumbila,17675,15820,975,4934
2023,5,North-Western,Kalumbila,21984,19024,1282,5033
2023,6,North-Western,Kalumbila,8729,7467,511,2398
2023,7,North-Western,Kalumbila,6212,5058,240,1571
2023,8,North-Western,Kalumbila,4840,3883,242,1151
2023,9,North-Western,Kalumbila,4243,3753,127,1267
2023,10,North-Western,Kalumbila,5707,4523,351,1212
2023,11,North-Western,Kalumbila,10159,8698,257,2774
2023,12,North-Western,Kalumbila,11420,10349,395,3742
2023,1,Northern,Kasama,8923,7878,293,3544
2023,2,Northern,Kasama,9977,8163,277,3633
2023,3,Northern,Kasama,11336,9877,295,3726
2023,4,Northern,Kasama,15160,12586,490,4413
2023,5,Northern,Kasama,6978,5646,299,2372
2023,6,Northern,Kasama,3672,3321,128,1469
2023,7,Northern,Kasama,3203,2742,131,806
2023,8,Northern,Kasama,3081,2863,66,1159
2023,9,Northern,Kasama,5186,4089,310,1215
2023,10,Northern,Kasama,4929,4145,136,1200
2023,11,Northern,Kasama,11297,8864,665,3123
2023,12,Northern,Kasama,11733,9648,242,2646
2023,1,Northern,Mbala,14843,12429,886,4105
2023,2,Northern,Mbala,25920,20982,1668,8332
2023,3,Northern,Mbala,13963,12503,425,5163
2023,4,Northern,Mbala,15473,13216,845,4434
2023,5,Northern,Mbala,23994,19791,972,5663
2023,6,Northern,Mbala,9656,8090,481,2804
2023,7,Northern,Mbala,5471,4993,133,1731
2023,8,Northern,Mbala,5597,4510,296,1695
2023,9,Northern,Mbala,7570,6646,493,2163
2023,10,Northern,Mbala,7169,5686,390,1534
2023,11,Northern,Mbala,14902,12704,754,4572
2023,12,Northern,Mbala,22539,19724,457,5558
2023,1,Northern,Mporokoso,13443,10660,732,3326
2023,2,Northern,Mporokoso,17023,15067,1099,4456
2023,3,Northern,Mporokoso,24401,20674,1429,5198
2023,4,Northern,Mporokoso,25773,20873,1611,6887
2023,5,Northern,Mporokoso,13853,11667,695,3762
2023,6,Northern,Mporokoso,8983,7185,466,2423
2023,7,Northern,Mporokoso,3813,3016,229,1078
2023,8,Northern,Mporokoso,5152,4406,338,1129
2023,9,Northern,Mporokoso,4999,3975,238,1455
2023,10,Northern,Mporokoso,5712,4960,203,2001
2023,11,Northern,Mporokoso,4677,4183,153,1720
2023,12,Northern,Mporokoso,13336,10802,572,4316
2023,1,Northern,Luwingu,19170,16041,1268,4139
2023,2,Northern,Luwingu,18030,15462,1084,5244
2023,3,Northern,Luwingu,12021,10044,438,4086
2023,4,Northern,Luwingu,17523,14009,723,5963
2023,5,Northern,Luwingu,8741,7129,248,2927
2023,6,Northern,Luwingu,14492,12863,641,3304
2023,7,Northern,Luwingu,5070,4398,107,1648
2023,8,Northern,Luwingu,5079,4275,281,1356
2023,9,Northern,Luwingu,2884,2489,142,948
2023,10,Northern,Luwingu,4374,3941,89,1644
2023,11,Northern,Luwingu,13335,10902,378,2787
2023,12,Northern,Luwingu,17395,13830,1030,4888
2023,1,Northern,Mungwi,11914,9723,481,3934
2023,2,Northern,Mungwi,18653,14757,961,4198
2023,3,Northern,Mungwi,26521,22851,1715,5736
2023,4,Northern,Mungwi,18789,15010,864,5626
2023,5,Northern,Mungwi,14175,12549,431,4783
2023,6,Northern,Mungwi,9448,8372,537,2575
2023,7,Northern,Mungwi,6861,6066,348,2258
2023,8,Northern,Mungwi,3174,2862,118,1178
2023,9,Northern,Mungwi,6467,5197,205,1713
2023,10,Northern,Mungwi,6174,5516,158,1573
2023,11,Northern,Mungwi,7019,5554,380,2230
2023,12,Northern,Mungwi,9288,8152,591,3075
2023,1,Northern,Nsama,10852,8504,651,2841
2023,2,Northern,Nsama,20780,16502,873,4163
2023,3,Northern,Nsama,18737,15449,1104,4651
2023,4,Northern,Nsama,8546,7206,527,2212
2023,5,Northern,Nsama,10895,8661,676,3471
2023,6,Northern,Nsama,6188,5470,285,1893
2023,7,Northern,Nsama,3247,2769,159,1207
2023,8,Northern,Nsama,2402,2218,54,885
2023,9,Northern,Nsama,5241,4759,130,1310
2023,10,Northern,Nsama,2906,2355,121,1004
2023,11,Northern,Nsama,11017,8867,358,3201
2023,12,Northern,Nsama,7948,6391,261,2433
2023,1,Northern,Chilubi,19824,17781,432,6828
2023,2,Northern,Chilubi,19929,18310,656,7400
2023,3,Northern,Chilubi,33691,28555,969,12094
2023,4,Northern,Chilubi,21067,18071,467,5372
2023,5,Northern,Chilubi,24143,19155,1524,5098
2023,6,Northern,Chilubi,21222,17437,996,4788
2023,7,Northern,Chilubi,12825,10399,309,2628
2023,8,Northern,Chilubi,8884,7468,270,2217
2023,9,Northern,Chilubi,7730,6402,456,1798
2023,10,Northern,Chilubi,9911,8906,318,2758
2023,11,Northern,Chilubi,11206,9147,458,3538
2023,12,Northern,Chilubi,28503,23642,967,6025
2023,1,Northern,Kaputa,25703,21077,627,5529
2023,2,Northern,Kaputa,13147,11658,487,3858
2023,3,Northern,Kaputa,22733,18709,659,6349
2023,4,Northern,Kaputa,25166,21146,671,8307
2023,5,Northern,Kaputa,9964,8858,230,2866
2023,6,Northern,Kaputa,12498,10332,220,3018
2023,7,Northern,Kaputa,8617,7673,447,2114
2023,8,Northern,Kaputa,5463,4833,285,1456
2023,9,Northern,Kaputa,3687,2866,207,1063
2023,10,Northern,Kaputa,4166,3508,262,1135
2023,11,Northern,Kaputa,11469,9866,560,3751
2023,12,Northern,Kaputa,17380,14511,1049,3665
2023,1,Northern,Mpulungu,16958,13490,980,4046
2023,2,Northern,Mpulungu,11021,8619,620,3023
2023,3,Northern,Mpulungu,17187,14856,1003,4535
2023,4,Northern,Mpulungu,11549,9214,457,2717
2023,5,Northern,Mpulungu,11498,9248,600,3328
2023,6,Northern,Mpulungu,9097,7627,539,2325
2023,7,Northern,Mpulungu,4215,3582,169,1002
2023,8,Northern,Mpulungu,4356,3426,222,1143
2023,9,Northern,Mpulungu,3760,3039,152,1108
2023,10,Northern,Mpulungu,2620,2325,161,848
2023,11,Northern,Mpulungu,7798,6380,258,2096
2023,12,Northern,Mpulungu,10457,9063,343,3547
2023,1,Northern,Senga Hill,8778,7274,307,2887
2023,2,Northern,Senga Hill,15102,12802,723,5312
2023,3,Northern,Senga Hill,21903,18787,1204,5566
2023,4,Northern,Senga Hill,13267,10526,697,4416
2023,5,Northern,Senga Hill,7487,6241,439,2669
2023,6,Northern,Senga Hill,8052,7137,432,2055
2023,7,Northern,Senga Hill,4389,3841,110,1247
2023,8,Northern,Senga Hill,3513,2756,201,1151
2023,9,Northern,Senga Hill,2237,1963,154,842
2023,10,Northern,Senga Hill,3756,3034,185,1052
2023,11,Northern,Senga Hill,5533,4803,328,1981
2023,12,Northern,Senga Hill,9044,7940,301,3322
2023,1,Northern,Lunte,10416,8590,348,3644
2023,2,Northern,Lunte,16942,14815,1153,5924
2023,3,Northern,Lunte,16203,14518,710,5415
2023,4,Northern,Lunte,23035,19726,1437,5217
2023,5,Northern,Lunte,15154,12962,795,4315
2023,6,Northern,Lunte,8343,6925,455,2499
2023,7,Northern,Lunte,9076,7777,600,2057
2023,8,Northern,Lunte,6222,4930,319,1238
2023,9,Northern,Lunte,3932,3310,173,1446
2023,10,Northern,Lunte,6049,5062,151,1877
2023,11,Northern,Lunte,10950,9392,605,2670
2023,12,Northern,Lunte,10567,9110,591,2728
2023,1,Luapula,Mansa,23524,18738,1023,4988
2023,2,Luapula,Mansa,24384,20788,1485,7151
2023,3,Luapula,Mansa,17861,15035,976,5655
2023,4,Luapula,Mansa,20232,16454,723,5080
2023,5,Luapula,Mansa,17796,14485,1119,4385
2023,6,Luapula,Mansa,5888,5118,200,1966
2023,7,Luapula,Mansa,5294,4602,158,1928
2023,8,Luapula,Mansa,3750,3339,197,1252
2023,9,Luapula,Mansa,7520,6060,323,2382
2023,10,Luapula,Mansa,4746,3927,203,1010
2023,11,Luapula,Mansa,7118,6278,280,2161
2023,12,Luapula,Mansa,9605,7919,174,3352
2023,1,Luapula,Samfya,23290,20046,907,6999
2023,2,Luapula,Samfya,29172,25134,1448,6330
2023,3,Luapula,Samfya,26389,21992,450,7072
2023,4,Luapula,Samfya,19955,18442,418,6998
2023,5,Luapula,Samfya,28338,24504,1699,6639
2023,6,Luapula,Samfya,6484,5515,256,2263
2023,7,Luapula,Samfya,8047,6599,482,1990
2023,8,Luapula,Samfya,6018,4851,240,1596
2023,9,Luapula,Samfya,7585,6364,220,1594
2023,10,Luapula,Samfya,9693,7946,283,3481
2023,11,Luapula,Samfya,9038,7440,492,3083
2023,12,Luapula,Samfya,14441,12470,605,4014
2023,1,Luapula,Nchelenge,9047,7149,455,2681
2023,2,Luapula,Nchelenge,11980,10441,729,4008
2023,3,Luapula,Nchelenge,15431,12918,621,3563
2023,4,Luapula,Nchelenge,11789,9641,281,3406
2023,5,Luapula,Nchelenge,10410,8742,285,2536
2023,6,Luapula,Nchelenge,5051,4110,289,1679
2023,7,Luapula,Nchelenge,3569,3186,115,871
2023,8,Luapula,Nchelenge,5655,4633,349,1247
2023,9,Luapula,Nchelenge,3132,2606,58,1013
2023,10,Luapula,Nchelenge,6763,5721,326,1972
2023,11,Luapula,Nchelenge,4642,4099,182,1682
2023,12,Luapula,Nchelenge,12909,11222,656,3599
2023,1,Luapula,Kawambwa,20980,16254,1274,5190
2023,2,Luapula,Kawambwa,15479,14081,398,5971
2023,3,Luapula,Kawambwa,37746,32531,1108,10321
